class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
right,0.424618393,0.13772212,-0.140299156,0.999401152,0.425859451,0.123330466,-0.129293203,0.998461843,0.428475946,0.121984556,-0.129307672,0.998290658,0.431240469,0.120632052,-0.12936765,0.998620629,0.418813765,0.12668854,-0.130006894,0.998533487,0.416488171,0.12795943,-0.130021185,0.998497188,0.414321601,0.129364833,-0.130017728,0.998800874,0.43662867,0.123685598,-0.055166919,0.997155786,0.411596715,0.140107214,-0.058193732,0.997375906,0.431903362,0.148433745,-0.111583747,0.99906373,0.422243536,0.154573694,-0.112395011,0.998764813,0.475373268,0.187319085,-5.70E-05,0.999380469,0.405560881,0.232340962,-0.004155005,0.999478102,0.501986861,0.272401035,0.075884767,0.765818238,0.415282339,0.330328286,0.063856646,0.808802664,0.519003689,0.358315676,0.077074081,0.398046464,0.41923815,0.41391775,0.057280917,0.494603664,0.523714006,0.376619548,0.071731612,0.336224496,0.420921177,0.437894434,0.048900019,0.429701865,0.522070348,0.376917392,0.0498107,0.344944477,0.421434224,0.439778715,0.023187507,0.442785829,0.517625093,0.371520817,0.068184718,0.343052983,0.423250973,0.42910254,0.046271868,0.446258485,0.5023247,0.39692536,0.000277969,0.998738825,0.458873808,0.41369611,-0.00029984,0.998645246,0.52805388,0.560365558,-0.029595498,0.937846065,0.465192556,0.581812143,-0.017429061,0.950343549,0.547010422,0.708236039,0.062874347,0.909267485,0.467439085,0.718812704,0.096138135,0.906289876,0.541493654,0.727130711,0.065927483,0.505062401,0.472739041,0.734439135,0.102218069,0.525662661,0.554753363,0.757093787,-0.032906175,0.848333955,0.452369541,0.770798922,0.010355035,0.860187888
right,0.421440035,0.13812536,-0.245039672,0.999409497,0.422622144,0.123708583,-0.234634236,0.99846983,0.425217211,0.122311182,-0.234640002,0.998309374,0.428017676,0.120901033,-0.234681726,0.998638272,0.415527344,0.12730442,-0.235707968,0.998514891,0.413164675,0.128697112,-0.235739067,0.998483896,0.411016881,0.130233273,-0.235758737,0.99878639,0.433435291,0.12397325,-0.147543713,0.997177362,0.408262253,0.141365886,-0.151972115,0.997277856,0.428743184,0.14866969,-0.210495308,0.999105573,0.419140875,0.155184567,-0.211733848,0.99878794,0.472338825,0.186433122,-0.070781179,0.999408364,0.402935028,0.233958438,-0.076466873,0.999451995,0.50058943,0.271566957,0.008151907,0.763383687,0.415644497,0.332432866,-0.012108671,0.813141108,0.518063545,0.355408162,-0.025614789,0.396319896,0.420493424,0.422845393,-0.055888914,0.490389109,0.522348821,0.37567699,-0.037229538,0.336348861,0.42265144,0.447972566,-0.0714496,0.424307168,0.520229578,0.37607047,-0.064454801,0.344857544,0.422945082,0.448385715,-0.102434233,0.437401414,0.516709447,0.370375901,-0.037061881,0.342108697,0.424859673,0.439865142,-0.069577627,0.441186041,0.501875341,0.395430923,0.000215008,0.998800576,0.458255619,0.413608164,-0.00024027,0.998636544,0.528337419,0.560488522,-0.029987207,0.939457715,0.465625525,0.584556818,-0.019449715,0.948508084,0.546870112,0.708079159,0.079884,0.909208417,0.467417061,0.718965411,0.110237442,0.897182643,0.542037606,0.725491405,0.084520534,0.489542335,0.471333414,0.735134304,0.117397249,0.504826725,0.553588927,0.758296371,-0.026077781,0.849001765,0.454752624,0.773063123,0.016098436,0.852880955
right,0.418840557,0.138339028,-0.157919019,0.99943316,0.419961989,0.124190122,-0.146475822,0.998515546,0.422541767,0.122721888,-0.146491736,0.998363137,0.425328106,0.121234842,-0.146553993,0.998691678,0.413344145,0.128049672,-0.147016317,0.998549461,0.411177635,0.129585162,-0.147033885,0.998523831,0.409095466,0.131307423,-0.147040203,0.99882251,0.431070179,0.12434575,-0.067667373,0.997229695,0.406251103,0.143190771,-0.069795206,0.997286201,0.42610389,0.148681223,-0.127238765,0.999141932,0.41692394,0.155337423,-0.127811879,0.998820424,0.470120668,0.18529734,-0.010381897,0.999449193,0.40154013,0.234690443,-0.012913381,0.999461234,0.498860747,0.27056396,0.054138035,0.762558818,0.415535986,0.33295992,0.045700848,0.821177125,0.516783416,0.353931248,0.032910485,0.39955616,0.420558155,0.426186681,0.018599657,0.501404583,0.521764874,0.374427706,0.021905035,0.340680569,0.423066288,0.450953692,0.005658407,0.432764769,0.519662261,0.375047177,-0.000553999,0.349270105,0.423526466,0.451959312,-0.021897987,0.446268618,0.515940726,0.369088829,0.023063846,0.345281929,0.425091207,0.442904502,0.006317977,0.449414611,0.501487792,0.391446948,-6.85E-05,0.998909056,0.457325369,0.412197977,3.73E-05,0.998708069,0.529191911,0.559209108,-0.036286313,0.939595401,0.466150433,0.584454775,-0.026725188,0.945928037,0.547043085,0.70792222,0.065043852,0.906779528,0.466419846,0.717719615,0.085182175,0.88702184,0.541966021,0.725351572,0.069194682,0.474651605,0.470235288,0.735242903,0.090969428,0.484075129,0.554985166,0.757785857,-0.03431249,0.847196639,0.456199169,0.773801982,-0.004699725,0.845064521
right,0.416559786,0.138959751,-0.155497447,0.999414861,0.417568773,0.12505053,-0.144647598,0.998457313,0.420153528,0.123478934,-0.144665703,0.998308241,0.422937334,0.121849567,-0.144718736,0.99866426,0.411041588,0.129247576,-0.144954294,0.998458803,0.408935159,0.130913556,-0.144969538,0.998430967,0.406870663,0.132768929,-0.144986212,0.998745441,0.428678274,0.124787897,-0.067937985,0.997114539,0.40407902,0.144687191,-0.069139443,0.996979356,0.424078465,0.148995176,-0.125593752,0.999094427,0.41494751,0.15602915,-0.125896066,0.998719752,0.468411982,0.185098782,-0.014685887,0.999488652,0.400501549,0.235921562,-0.015300283,0.99943614,0.497508287,0.270462096,0.039545257,0.7693398,0.41382283,0.333842725,0.033085741,0.825998187,0.5160954,0.353042632,0.001012644,0.429176509,0.419464767,0.427716732,-0.004663193,0.513393402,0.521696806,0.373900235,-0.009333184,0.368034035,0.422528088,0.451624006,-0.019167168,0.442997336,0.519423485,0.374019116,-0.038255516,0.377010524,0.423257828,0.452541441,-0.045585483,0.457301646,0.515576422,0.367869884,-0.011074919,0.370715588,0.42411685,0.44433257,-0.017000822,0.460410476,0.501054227,0.390156716,-8.76E-05,0.998990357,0.456844658,0.41193229,5.49E-05,0.998767018,0.529833615,0.557632506,-0.038126215,0.936962783,0.466405332,0.584309459,-0.03073239,0.942679286,0.547571599,0.705167234,0.064668223,0.900713086,0.466365635,0.718103886,0.074748173,0.879710436,0.542646229,0.721054316,0.069174409,0.462258607,0.470213324,0.738996685,0.080229476,0.466638595,0.560114622,0.751305938,-0.029733086,0.83968693,0.455548853,0.775567949,-0.014198082,0.836891592
right,0.415295422,0.140209228,-0.156490803,0.999348521,0.416254103,0.126266599,-0.145165056,0.998308659,0.418827385,0.124597766,-0.145186454,0.998159111,0.421514928,0.122826643,-0.145241126,0.99856168,0.409777582,0.130681589,-0.14609994,0.998267829,0.40763855,0.132409513,-0.146114573,0.99823463,0.405512661,0.134334937,-0.146133825,0.998575568,0.427069753,0.125377074,-0.06584581,0.996848583,0.402582169,0.145991907,-0.069854461,0.99648726,0.422731102,0.149852887,-0.125482515,0.998964846,0.413682878,0.157312557,-0.12660028,0.99849844,0.466789782,0.184535176,-0.011033246,0.999508739,0.399439245,0.236684516,-0.019491514,0.999368787,0.49674359,0.270211667,0.036253024,0.773879886,0.412300885,0.334265351,0.018363543,0.826289654,0.516120613,0.352288216,-0.000796772,0.462221116,0.419085085,0.427944958,-0.023058001,0.518457413,0.521830499,0.372928888,-0.012964763,0.397782505,0.422265828,0.451397151,-0.03666658,0.447053581,0.519556344,0.373058766,-0.037220284,0.407563448,0.423251927,0.453088671,-0.067077853,0.462015897,0.515675604,0.366975814,-0.011429108,0.399505645,0.42433089,0.443879604,-0.036457352,0.465306073,0.500378668,0.388934582,0.00052082,0.999033511,0.456510842,0.411687642,-0.00053841,0.998786509,0.530149043,0.554489732,-0.037421636,0.933190465,0.466460168,0.583535135,-0.033336055,0.938458204,0.548391163,0.703260362,0.066150598,0.893140912,0.466643512,0.718452811,0.074589252,0.871873736,0.5427683,0.719815671,0.071056902,0.452636331,0.470505774,0.738700628,0.080514744,0.448282987,0.560405493,0.749260306,-0.025509,0.829224586,0.455918729,0.775362968,-0.014204306,0.826565981
right,0.41244632,0.141289771,-0.185964033,0.999341011,0.413275719,0.12709704,-0.174688354,0.998288393,0.415756941,0.125337735,-0.174706861,0.998149216,0.418504864,0.123421483,-0.174756408,0.998553336,0.406749636,0.131858379,-0.175086081,0.998202026,0.404634953,0.133644879,-0.175105333,0.998167634,0.402547657,0.135602042,-0.175129458,0.998491943,0.424487025,0.125651002,-0.092181534,0.996735513,0.400077581,0.146953717,-0.094090149,0.996208251,0.42003727,0.150460362,-0.153826565,0.99896121,0.411055803,0.158283174,-0.154298693,0.99842298,0.465730667,0.183483601,-0.028136563,0.999540567,0.398235828,0.238272384,-0.039070841,0.999343753,0.496377945,0.270207256,0.030363079,0.787237704,0.412178755,0.335605353,0.009075908,0.832110643,0.516266465,0.352123678,-0.009099282,0.496948093,0.419215977,0.428326875,-0.032825522,0.532169938,0.522785127,0.371847272,-0.022095762,0.425723702,0.422188669,0.452055067,-0.048415169,0.456727862,0.520554423,0.372387975,-0.046464343,0.436937124,0.422967851,0.453519344,-0.076483458,0.472375274,0.517050743,0.366755098,-0.019984227,0.428310573,0.424643695,0.443995088,-0.04566054,0.475241303,0.499825299,0.388253897,0.001543455,0.999141872,0.456079721,0.41190064,-0.001574974,0.998866856,0.530310273,0.552562118,-0.03702594,0.927703857,0.466447026,0.58280015,-0.03472957,0.934043348,0.549226224,0.702732801,0.067022242,0.883770704,0.466748148,0.71765542,0.100203276,0.848968089,0.543114007,0.719883561,0.072000936,0.448751956,0.470594883,0.735710502,0.110385299,0.41450873,0.562627912,0.747259557,-0.02566582,0.81987679,0.457237333,0.774243176,0.014948756,0.804700077
right,0.411570072,0.142504826,-0.179443449,0.999296188,0.412335157,0.128055215,-0.167997584,0.99815762,0.414780766,0.126244962,-0.168018609,0.998018622,0.417499542,0.124246947,-0.168067157,0.998451829,0.405896038,0.132996202,-0.168259725,0.998046637,0.403825581,0.134798422,-0.168277279,0.998014331,0.401765972,0.136769548,-0.168315738,0.998352051,0.423501641,0.126173213,-0.087310053,0.996373415,0.399388939,0.14789477,-0.088398367,0.995773375,0.419197798,0.151475906,-0.14817363,0.998874664,0.410318464,0.159467459,-0.148425013,0.998265326,0.465108395,0.182891071,-0.026494116,0.999531448,0.397783965,0.238837302,-0.035736702,0.999312997,0.496047795,0.270287007,0.028635228,0.787079751,0.412191004,0.336028785,0.012715708,0.831785798,0.516354501,0.352026969,-0.008501171,0.502881289,0.419724077,0.428127855,-0.02738015,0.533346415,0.522978783,0.371225864,-0.021250512,0.43005845,0.4226726,0.451292247,-0.042899635,0.457090318,0.52126509,0.371651262,-0.045351513,0.441925138,0.423316002,0.452878505,-0.070744947,0.472898304,0.517898381,0.366633981,-0.019231787,0.433052331,0.425219774,0.443645477,-0.040111866,0.475408852,0.499662697,0.388112664,0.001876967,0.999190927,0.455990791,0.412475377,-0.001907655,0.998909593,0.530309737,0.550451159,-0.034523267,0.925588012,0.466499388,0.58158499,-0.032117505,0.933040917,0.54994899,0.701981008,0.064224645,0.882366121,0.466755092,0.715595841,0.100271448,0.842363536,0.543850243,0.719883204,0.068312407,0.451588333,0.470611572,0.732213378,0.108761564,0.401605874,0.564801574,0.748046279,-0.031582903,0.819576323,0.457403272,0.772202909,0.017736334,0.799021423
right,0.409508318,0.142965227,-0.223517984,0.999393106,0.41038999,0.12834546,-0.211997479,0.998381495,0.412830502,0.126526937,-0.212006494,0.998270392,0.41556859,0.124510519,-0.212048411,0.998642802,0.403657109,0.133481592,-0.211995691,0.998259842,0.401520312,0.135363609,-0.212022901,0.998234153,0.39944461,0.137417436,-0.212051988,0.998511553,0.421901941,0.126417264,-0.124623001,0.996776402,0.397521526,0.148603022,-0.124342009,0.996114373,0.417448133,0.151795894,-0.18939738,0.999046266,0.408298194,0.16011177,-0.189287156,0.998489678,0.463546515,0.182638794,-0.053794049,0.999595642,0.396878988,0.239153862,-0.058517635,0.999356568,0.495282829,0.27018249,0.00776559,0.815538645,0.411644548,0.33711949,-0.005536702,0.845158935,0.516423821,0.351719528,-0.041196648,0.561602414,0.419490099,0.430337459,-0.056120135,0.568122327,0.523196101,0.370378017,-0.05653451,0.481865972,0.4225263,0.45474422,-0.074374758,0.486426562,0.521662772,0.371072084,-0.084003828,0.494673491,0.423055232,0.455318093,-0.10531497,0.502621531,0.518170476,0.366393864,-0.053310044,0.482333601,0.424870253,0.446542442,-0.070210747,0.503911912,0.499327838,0.387547374,0.001334369,0.999298513,0.455771536,0.41216591,-0.001366829,0.999012947,0.530443728,0.549764633,-0.041490491,0.934718132,0.466525376,0.580431521,-0.028950259,0.938068986,0.550025761,0.703535616,0.068322711,0.894715965,0.466984421,0.714444101,0.122249261,0.843345821,0.544075131,0.72245127,0.073134907,0.474291205,0.471425354,0.729752958,0.132243633,0.4019638,0.56331867,0.754409194,-0.035267048,0.837049842,0.457558066,0.771071672,0.037178658,0.804306984
right,0.408087313,0.145675078,-0.223211125,0.999424875,0.409000784,0.131059721,-0.21197708,0.998436213,0.411333382,0.129118457,-0.211987883,0.998349011,0.413907111,0.127011925,-0.212030366,0.998691857,0.402289808,0.136697635,-0.211971521,0.998277664,0.400155783,0.138683498,-0.212000445,0.998265624,0.398072183,0.140832901,-0.212030455,0.998508036,0.420220137,0.127931222,-0.126175702,0.996895134,0.396164417,0.151162639,-0.126160115,0.996078193,0.415984929,0.153784618,-0.18963775,0.999141753,0.407003552,0.16254513,-0.189534634,0.998586357,0.462457955,0.182549134,-0.054651268,0.999640107,0.396654248,0.240002453,-0.061918378,0.999376416,0.494543076,0.269585013,0.005706138,0.836436689,0.410756737,0.338859618,-0.009625131,0.856521726,0.516520917,0.351185828,-0.043223441,0.603439748,0.419495761,0.431423366,-0.060581546,0.597876668,0.523726165,0.369064301,-0.058426581,0.518206358,0.422664404,0.455662847,-0.079060569,0.51279974,0.522489846,0.369778425,-0.085668765,0.531968951,0.423622668,0.456256986,-0.108956918,0.529115856,0.518598914,0.365596414,-0.055281602,0.517741144,0.425091833,0.448054433,-0.074278861,0.528920054,0.499139637,0.386942685,0.001428919,0.999333262,0.45572257,0.411666602,-0.001462656,0.999030113,0.531028628,0.548330069,-0.04221762,0.941055954,0.467118353,0.578974426,-0.038744878,0.942547917,0.550336003,0.702585876,0.077913165,0.901639819,0.467282832,0.713801742,0.117224708,0.840900123,0.545540392,0.720174789,0.083839521,0.488132119,0.47185865,0.728552222,0.125401229,0.39644134,0.562075973,0.752950907,-0.022232825,0.845482171,0.461866438,0.770543814,0.030899007,0.803350508
right,0.406697989,0.145962521,-0.247079447,0.99943161,0.407730043,0.131535947,-0.235968977,0.998417318,0.410080433,0.129586235,-0.235976219,0.998345971,0.412643909,0.127512276,-0.23601535,0.998677611,0.400948107,0.137273684,-0.235939294,0.99823612,0.398807406,0.139276728,-0.235968277,0.998237133,0.396731853,0.14145413,-0.236002356,0.998451173,0.419171244,0.128506556,-0.148030356,0.996839643,0.395102322,0.151864797,-0.147757784,0.995861232,0.414616436,0.153948605,-0.212733388,0.999168336,0.405762136,0.162826404,-0.212602541,0.998592615,0.461641312,0.182604849,-0.072340578,0.999644578,0.396393985,0.24159655,-0.077597558,0.999353349,0.494250238,0.269451797,-0.005427676,0.847984731,0.410910845,0.339659333,-0.022138063,0.858908892,0.516664267,0.351142049,-0.053694159,0.623953104,0.420422554,0.432659894,-0.072530963,0.602615654,0.52375114,0.369020671,-0.068439394,0.534072459,0.424002796,0.456392676,-0.09034016,0.515314043,0.52242285,0.369778544,-0.096527815,0.548666716,0.425239861,0.457415104,-0.120687224,0.531620502,0.518644333,0.365626156,-0.065970108,0.533581316,0.42674762,0.449730098,-0.086297087,0.530893743,0.498928547,0.387209803,0.001468508,0.999327123,0.455745518,0.411947042,-0.001503706,0.999013484,0.53109777,0.547493815,-0.032914363,0.943602085,0.46746397,0.577918589,-0.031634048,0.945246637,0.550460994,0.702055454,0.088054538,0.90688628,0.467279494,0.713992536,0.115242921,0.846334696,0.546011329,0.719416678,0.093575187,0.502442122,0.471704662,0.728591919,0.124665163,0.403311819,0.562203526,0.752476871,-0.01543962,0.852807045,0.461344242,0.771002054,0.025748217,0.810091555
right,0.405826658,0.14613539,-0.25909999,0.999428332,0.406854063,0.131814227,-0.248702437,0.998348057,0.409225464,0.12985462,-0.248701766,0.998282611,0.411780536,0.127782494,-0.248734668,0.998612463,0.400114477,0.137632892,-0.248469114,0.998170316,0.397978991,0.139678046,-0.248499542,0.998199344,0.395864248,0.141922295,-0.24853459,0.998400807,0.418380588,0.128938913,-0.163126498,0.996664166,0.394368708,0.15249449,-0.162118107,0.995621204,0.413726658,0.15406169,-0.22553435,0.999143839,0.404888004,0.163085878,-0.225221664,0.998560846,0.46145004,0.182747319,-0.087451771,0.999605477,0.396074742,0.243091777,-0.088681728,0.999330401,0.494252026,0.269442379,-0.01347596,0.852894962,0.411070675,0.341047466,-0.02792922,0.855104029,0.5168522,0.351160169,-0.050882418,0.616749108,0.420760334,0.4353531,-0.071414143,0.586407006,0.523919225,0.368917197,-0.063856214,0.521700144,0.424457371,0.457924962,-0.087177202,0.497896731,0.522812903,0.369583786,-0.091370799,0.536836624,0.425639808,0.459333032,-0.117938757,0.514130652,0.518950582,0.365641862,-0.062601991,0.522252262,0.427096069,0.45206061,-0.085160971,0.514012933,0.498886168,0.387770474,0.000998609,0.9992432,0.455746561,0.412326157,-0.001068084,0.998948097,0.531404674,0.54741466,-0.019654818,0.942624629,0.467597157,0.577849507,-0.019216282,0.947948933,0.551292539,0.701913118,0.096278556,0.912373304,0.467777908,0.714724958,0.105117559,0.864080667,0.546897411,0.719317973,0.10104122,0.513283789,0.472282887,0.728858888,0.111880973,0.432703704,0.562642455,0.75210005,-0.009098914,0.861385107,0.461228937,0.770870745,0.007839383,0.83000803
right,0.405044734,0.147312596,-0.256112218,0.999514163,0.406032324,0.133621633,-0.245977402,0.998499751,0.408410788,0.131622776,-0.245974064,0.998443961,0.410981983,0.129489556,-0.246003389,0.9987306,0.399330199,0.139636382,-0.245243862,0.998369813,0.397185028,0.141836062,-0.245280296,0.9984231,0.395019025,0.144284114,-0.245316938,0.998592854,0.417470634,0.130539745,-0.161220849,0.996928334,0.393521488,0.155179843,-0.157485589,0.996067047,0.412946373,0.154979333,-0.222594813,0.999264419,0.404092073,0.164178357,-0.221556231,0.998763144,0.460576147,0.183366045,-0.088365629,0.999634266,0.395975888,0.244757995,-0.083566584,0.999419451,0.494277626,0.269009501,-0.019987773,0.87044549,0.41168341,0.344468355,-0.021875156,0.864780724,0.517246068,0.350707084,-0.06539952,0.635029733,0.42026788,0.441017807,-0.068475723,0.617076814,0.524915636,0.368570417,-0.079286702,0.535454869,0.423896641,0.465348333,-0.08497791,0.526649952,0.523385882,0.369412512,-0.107609555,0.550816119,0.425268412,0.466405362,-0.116599515,0.542743802,0.519318104,0.365621746,-0.077428341,0.535463452,0.426490068,0.458412379,-0.082481235,0.540350258,0.499318421,0.388498753,-0.001579757,0.999262631,0.45599407,0.412669271,0.001501842,0.999009609,0.532990098,0.55210048,-0.037937231,0.948268831,0.468342125,0.577594042,-0.021043073,0.953420341,0.551645219,0.704864144,0.07814768,0.923715293,0.468034893,0.715260565,0.116189435,0.886920452,0.547479033,0.723273456,0.08325509,0.535607874,0.473124206,0.730008066,0.124405935,0.478293449,0.562460184,0.757114589,-0.024802759,0.878937006,0.459570497,0.770278037,0.024545033,0.858137608
right,0.405066401,0.147703275,-0.256082892,0.999559939,0.406045526,0.134247124,-0.245521858,0.998592019,0.408417523,0.132245824,-0.245519966,0.998537838,0.410994768,0.130054832,-0.245551273,0.998793125,0.399347961,0.140206411,-0.245033234,0.998509645,0.397214204,0.142399862,-0.245065659,0.998576522,0.395053029,0.144878775,-0.245099992,0.998735189,0.417400986,0.131052598,-0.162252694,0.997112751,0.393472135,0.156240508,-0.158103883,0.996486247,0.412960052,0.155265734,-0.222196296,0.999316454,0.404110134,0.164335504,-0.221506074,0.998881757,0.460433632,0.183376938,-0.091548935,0.99965775,0.395996898,0.244758025,-0.08691103,0.999513328,0.49433884,0.268953592,-0.025051158,0.87808758,0.411707014,0.347163081,-0.027173245,0.882191598,0.517512202,0.35041526,-0.068959661,0.653182328,0.420231193,0.443106085,-0.07127855,0.670011103,0.52539289,0.36809361,-0.082528934,0.554464698,0.423926651,0.468923301,-0.087380961,0.581519783,0.524092019,0.368861705,-0.110432662,0.569913805,0.426215947,0.469576001,-0.118512072,0.597019255,0.519881487,0.365288138,-0.080876336,0.555245817,0.427042872,0.46143952,-0.084971443,0.592344046,0.50012219,0.388311654,-0.002776281,0.999276221,0.456611484,0.413033575,0.002707719,0.99907881,0.533866107,0.552060843,-0.039277397,0.949589431,0.468472093,0.577231109,-0.020543983,0.955382288,0.551648438,0.70422399,0.073358074,0.925452411,0.467803329,0.715534866,0.105746768,0.894825637,0.547393262,0.72176975,0.078330345,0.542254031,0.473015308,0.73130697,0.112977408,0.497698218,0.562424898,0.757074416,-0.027358357,0.882758319,0.458880126,0.769935966,0.016231049,0.867631853
right,0.405355752,0.147589117,-0.237502724,0.999581933,0.406245649,0.133972347,-0.227780744,0.998645604,0.408669382,0.13198027,-0.227782294,0.998578727,0.411287367,0.129814938,-0.227808565,0.998815656,0.399603933,0.13988401,-0.227199316,0.998611629,0.397469848,0.142084688,-0.227243111,0.998681605,0.395338476,0.144566372,-0.227283597,0.998841763,0.417580217,0.131058767,-0.146233946,0.997204483,0.393608063,0.156161502,-0.143157825,0.99685806,0.41323328,0.155169412,-0.205124334,0.999348581,0.404278338,0.164245307,-0.204235196,0.998974144,0.460525215,0.183004439,-0.079724975,0.99966687,0.396291673,0.244775668,-0.078174137,0.999587119,0.494420916,0.267134398,-0.020045098,0.878899276,0.411619484,0.348350108,-0.024381811,0.89763844,0.517699659,0.34828341,-0.065812744,0.662296653,0.420100123,0.443570137,-0.070755161,0.713852167,0.52507174,0.367441446,-0.08018674,0.567064106,0.423619688,0.469894111,-0.087570652,0.628323615,0.523833752,0.368089557,-0.107172653,0.581989825,0.426181734,0.470140487,-0.117958084,0.643036842,0.519713581,0.363777548,-0.077509262,0.567556381,0.427030087,0.461948693,-0.08421918,0.637372315,0.501575172,0.388018698,-0.002693882,0.999257863,0.458063513,0.413768411,0.002626849,0.99909997,0.535169959,0.552717865,-0.043807529,0.949050844,0.468898445,0.577093422,-0.023921821,0.954733372,0.551952541,0.704201221,0.068901248,0.920639336,0.467777431,0.715714574,0.104306601,0.890583277,0.54772675,0.722083151,0.07415624,0.539585233,0.473134428,0.732345343,0.112137839,0.494718403,0.563378394,0.757009566,-0.027478591,0.875959098,0.458787769,0.769946039,0.016490588,0.861286938
right,0.407566071,0.147895828,-0.235378176,0.999571204,0.408206522,0.134147733,-0.227564499,0.998585343,0.410726875,0.132058799,-0.227562755,0.998492301,0.413257837,0.129864946,-0.227588251,0.998721898,0.402094781,0.140003815,-0.227153853,0.998612285,0.400068939,0.142160118,-0.227200225,0.998698413,0.398098141,0.144567162,-0.227242187,0.998874426,0.419142067,0.131047726,-0.149527594,0.997053742,0.395416021,0.156121552,-0.147214323,0.997054696,0.415277392,0.155546278,-0.203508407,0.999301434,0.406424463,0.164434448,-0.202850103,0.998985767,0.460740894,0.181868687,-0.081415974,0.99966085,0.396715909,0.243855044,-0.0809808,0.999648273,0.494601816,0.265839815,-0.021021556,0.876543581,0.411620438,0.349338889,-0.02840144,0.911373854,0.518331409,0.347179621,-0.063964903,0.666549981,0.419962585,0.44387114,-0.068985231,0.755713999,0.525395334,0.3668212,-0.077261493,0.573657632,0.422900259,0.470089912,-0.083673574,0.67496866,0.523927569,0.367490113,-0.103076003,0.588346958,0.426173508,0.470082551,-0.11298766,0.688846827,0.519746184,0.362696528,-0.075056158,0.575512528,0.427173793,0.461883426,-0.081658266,0.681794226,0.502205849,0.385351211,-0.002793837,0.999201536,0.458535373,0.413039416,0.002737421,0.999098599,0.535460711,0.549536169,-0.045486413,0.94546473,0.469159186,0.573306739,-0.024848072,0.953419566,0.552235186,0.702436924,0.05766023,0.91473186,0.467751741,0.715878069,0.07504423,0.893652737,0.547932386,0.720920026,0.061922215,0.538880587,0.473111778,0.734298348,0.079942577,0.504797935,0.564675391,0.748671472,-0.036565471,0.868856013,0.458209425,0.769292235,-0.015544956,0.862923801
right,0.409373343,0.14772512,-0.192966089,0.999558926,0.410384417,0.133804828,-0.185058564,0.998534977,0.412828594,0.131686136,-0.185060054,0.998428881,0.415278018,0.12955898,-0.185085312,0.99866432,0.404338896,0.139476717,-0.184442088,0.998590767,0.402408034,0.141427025,-0.184480548,0.998676062,0.400432914,0.14354986,-0.184512198,0.998866439,0.421045065,0.130872518,-0.112535693,0.996947706,0.397464752,0.154520944,-0.109601691,0.997091234,0.416934729,0.155435145,-0.163491741,0.999237001,0.40819031,0.163832605,-0.162606001,0.998937011,0.462725013,0.18109718,-0.05594008,0.999666274,0.397363812,0.241858482,-0.05426693,0.99968642,0.495485216,0.265585631,-0.002198911,0.876950383,0.411652029,0.347723037,-0.003823021,0.918884873,0.519690752,0.346514016,-0.038042672,0.680488884,0.419146597,0.442882329,-0.037057556,0.78417182,0.526702464,0.366732299,-0.049427174,0.591029227,0.421144873,0.468714446,-0.050092123,0.707488596,0.524544775,0.36738494,-0.073363975,0.605167508,0.424790442,0.468629956,-0.077669077,0.721000314,0.520462632,0.362393707,-0.048123691,0.593461573,0.426183462,0.460552484,-0.049137987,0.713199079,0.50225848,0.38466689,-0.002347066,0.999203563,0.458521456,0.412740201,0.002297886,0.999120533,0.53571409,0.548069715,-0.048294228,0.940647304,0.46938467,0.572305262,-0.02501452,0.949965,0.552621961,0.70099932,0.041007407,0.906078339,0.468014419,0.713815272,0.080148317,0.890449464,0.548228443,0.719703913,0.044661272,0.530427992,0.474051803,0.733620703,0.086056873,0.499211729,0.565997481,0.7448107,-0.046938147,0.858010471,0.458038867,0.768052459,-0.003432572,0.857508183
